Plant name;Common name (English);Origin;Classification;Diameter;Height;Colors (leaf);Colors (flower);Colors (bract);Colors (fruit);Planting period;Growth period;Blooming period;Fruiting period;Tags;Sunlight;Watering;Fertilizing;Pruning;Soil;Soil moisture MIN (%);Soil moisture MAX (%);Soil conductivity MIN (μs/cm);Soil conductivity MAX (μs/cm);Soil PH MIN;Soil PH MAX;Temperature MIN (℃);Temperature MAX (℃);Humidity MIN (%RH);Humidity MAX (%RH);Light MIN (lux);Light MAX (lux);Light MIN (mmol);Light MAX (mmol);
Maclura tricuspidata;;East Asia;Moraceae,Maclura;≥20;15-20;;146;;107;;;;5-6;6-7;;2-3;4;0,64;1;19;15;60;350;2000;0;0;10;32;30;80;3700;20000;2000;4000
Mahonia aquifolium;;Western Asia;Vitaceae,Mahonia;≥10;;;147;;56,146,120;;;;4-5;8-9;33;4;2,6;5,0;512;8;15;60;350;2000;0;0;10;35;30;80;4000;80000;4000;8000
Mahonia bealei;;China;Berberidaceae,Mahonia;≥10;≥10;56;146;;;;spring,autumn;;7-9;;46;2;2,6;6,0;1;19;15;60;350;2000;0;0;5;35;30;85;2000;8000;1500;3500
Mahonia fortunei;;China;Berberidaceae,Mahonia;≥10;≥10;56;146;;;;spring,autumn;;7-9;;46;2;2,6;6,0;1;19;15;60;350;2000;0;0;5;35;30;85;2000;8000;1500;3500
Mahonia lomariifolia;;China;Berberidaceae,Mahonia;≥10;≥10;56;146;;;;spring,autumn;;7-9;;46;2;2,6;6,0;1;19;15;60;350;2000;0;0;5;35;30;85;2000;8000;1500;3500
Mahonia oiwakensis;;China;Berberidaceae,Mahonia;≥10;≥10;56;146;;;;spring,autumn;;7-9;;46;2;2,6;6,0;1;19;15;60;350;2000;0;0;5;35;30;85;2000;8000;1500;3500
Malope trifida;;Spain,North Africa;Malvaceae,Malope;≥10;15-18;;120,96;;;;;;5-6;;;4;3;0,0;4;6;15;60;350;2000;0;0;8;35;30;80;3700;60000;4000;6000
Malus angustifolia;;China;Rosaceae,Malus x Chaenomeles;≥10;≥15;;144,59;;;;spring;;3;;;3-4;2,6;6,0;1;19;15;60;350;2000;0;0;5;35;30;80;2500;60000;3000;5400
Malva alcea;;Asia,Europe,North America;Malvaceae,Malva;≥10;≥15;;96,144;;;;spring,autumn;;6-10;;;3-4;2,6;6,0;1;19;15;60;350;2000;0;0;10;35;30;80;2500;60000;4000;6000
Malva moschata;;Asia,Europe,North America;Malvaceae,Malva;≥10;≥15;;96,144;;;;spring,autumn;;6-10;;;3-4;2,6;6,0;1;19;15;60;350;2000;0;0;10;35;30;80;2500;60000;4000;6000
Malva neglecta;;Asia,Europe,North America;Malvaceae,Malva;≥10;≥15;;96,144;;;;spring,autumn;;6-10;;;3-4;2,6;6,0;1;19;15;60;350;2000;0;0;10;35;30;80;2500;60000;4000;6000
Malva sinensis;;Asia,Europe,North America;Malvaceae,Malva;≥10;≥15;;96,144;;;;spring,autumn;;6-10;;;3-4;2,6;6,0;1;19;15;60;350;2000;0;0;10;35;30;80;2500;60000;4000;6000
Malva sylvestris;;Asia,Europe,North America;Malvaceae,Malva;≥10;≥15;;96,144;;;;spring,autumn;;6-10;;;3-4;2,6;6,0;1;19;15;60;350;2000;0;0;10;35;30;80;2500;60000;4000;6000
Mammillaria albilanata;;South America;Cactaceae,Mammillaria;≥5;≥3;;56;;82,106,59;;spring,summer,autumn;;;;35;3-4;2,6;7,0;1;18;7;50;100;1000;0;0;5;35;15;80;3000;100000;3500;8700
Mammillaria bombycina;;South America;Cactaceae,Mammillaria;≥5;≥3;;56;;82,106,59;;spring,summer,autumn;;;;35;3-4;2,6;7,0;1;18;7;50;100;1000;0;0;5;35;15;80;3000;100000;3500;8700
Mammillaria carmenae;;South America;Cactaceae,Mammillaria;≥5;≥3;;56;;82,106,59;;spring,summer,autumn;;;;35;3-4;2,6;7,0;1;18;7;50;100;1000;0;0;5;35;15;80;3000;100000;3500;8700
Mammillaria duwei;;South America;Cactaceae,Mammillaria;≥5;≥3;;56;;82,106,59;;spring,summer,autumn;;;;35;3-4;2,6;7,0;1;18;7;50;100;1000;0;0;5;35;15;80;3000;100000;3500;8700
Mammillaria elongata;;Mexico;Cactaceae,Mammillaria;≥5;≥5;56;82;;;;spring,autumn;;;;35;2-3;2,6;7,0;1;18;7;50;300;1000;0;0;5;35;15;80;2000;75000;2700;6600
Mammillaria geminispina;;South America;Cactaceae,Mammillaria;≥5;≥3;;56;;82,106,59;;spring,summer,autumn;;;;35;3-4;2,6;7,0;1;18;7;50;100;1000;0;0;5;35;15;80;3000;100000;3500;8700
Mammillaria gracilis;;Mexico;Cactaceae,Mammillaria;≥5;≥5;56;82;;;;spring,autumn;;;;35;2-3;2,6;7,0;1;18;7;50;300;1000;0;0;5;35;15;80;2000;75000;2700;6600
Mammillaria hahniana;;South America;Cactaceae,Mammillaria;≥5;≥3;;56;;82,106,59;;spring,summer,autumn;;;;35;3-4;2,6;7,0;1;18;7;50;100;1000;0;0;5;35;15;80;3000;100000;3500;8700
Mammillaria herrerae;;Mexico;Cactaceae,Mammillaria;≥5;≥5;56;59;;;;spring,autumn;;;;35;3-4;,6;7,0;1;18;7;50;300;1000;0;0;5;35;15;80;2000;75000;2700;6600
Mammillaria longimamma;;Mexico;Cactaceae,Mammillaria;≥5;≥5;56;146;;;;spring,summer,autumn;;;;35;2-4;2,6;7,0;1;18;7;50;100;1000;0;0;8;35;15;80;3000;100000;3500;8700
Mammillaria magnimamma;;South America;Cactaceae,Mammillaria;≥5;≥3;;56;;82,106,59;;spring,summer,autumn;;;;35;3-4;2,6;7,0;1;18;7;50;100;1000;0;0;5;35;15;80;3000;100000;3500;8700
Mammillaria marksiana;;South America;Cactaceae,Mammillaria;≥5;≥3;;56;;82,106,59;;spring,summer,autumn;;;;35;3-4;2,6;7,0;1;18;7;50;100;1000;0;0;5;35;15;80;3000;100000;3500;8700
Mammillaria microhelia;;South America;Cactaceae,Mammillaria;≥5;≥3;;56;;82,106,59;;spring,summer,autumn;;;;35;3-4;2,6;7,0;1;18;7;50;100;1000;0;0;5;35;15;80;3000;100000;3500;8700
Mammillaria plumosa;;South America;Cactaceae,Mammillaria;≥5;≥3;;56;;82,106,59;;spring,summer,autumn;;;;35;3-4;2,6;7,0;1;18;7;50;100;1000;0;0;5;35;15;80;3000;100000;3500;8700
Mammillaria schwarzii;;South America;Cactaceae,Mammillaria;≥5;≥3;;56;;82,106,59;;spring,summer,autumn;;;;35;3-4;2,6;7,0;1;18;7;50;100;1000;0;0;5;35;15;80;3000;100000;3500;8700
Mammillaria spinosissima;;South America;Cactaceae,Mammillaria;≥5;≥3;;56;;82,106,59;;spring,summer,autumn;;;;35;3-4;2,6;7,0;1;18;7;50;100;1000;0;0;5;35;15;80;3000;100000;3500;8700
Mandevilla sanderi;;Americas;Apocynaceae,Mandevilla;≥10;15-18;;114,96;;;;;;5-10;;;2-4;2,6;6,0;1;6;15;60;350;2000;0;0;12;35;30;80;3700;30000;2500;4500
Mandevilla spp.;;Spain;Apocynaceae,Mandevilla;≥20;≥25;;59;;;;;;7-8;;;2-4;2,6;6,0;1;8;15;60;350;2000;0;0;10;35;30;80;3700;30000;2500;4500
Mangifera indica;;India;Anacardiaceae,Amygdalus;≥15;≥25;;146,82;;146;;;;11-3;4-8;;4;2,6;6,0;1;8;15;60;350;2000;6.1;7;5;35;30;80;4000;50000;3500;5000
Mansoa alliacea;;South America;Bignoniaceae,Mansoa;≥10;≥10;;96;;;;spring,autumn;;8-12;;;2-4;2,6;7,0;129;6;15;60;350;1500;0;0;8;35;30;80;2900;65000;3600;7800
Maranta arundinacea;;Brazil;Marantaceae,Calathea;≥10;≥15;146,56;144;;;;spring,summer;;winter;;46;2-3;4,6;6,4;1;8;15;65;350;1000;0;0;12;32;30;85;800;20000;1700;3500
Maranta leuconeura;;Brazil;Marantaceae,Calathea;≥10;≥10;110;144;;;;spring,summer;;;;46;2-3;4,6;6,4;1;19;15;65;350;1000;0;0;12;32;30;85;800;20000;1700;3500
Marrubium vulgare;;Europe;Labiatae,Marrubium;≥10;15-18;;144;;;;;;6-8;;;2-4;2,6;6,0;1;8;15;60;350;2000;0;0;5;32;30;85;3500;30000;2500;4500
Mascagnia macroptera;;Guangxi;Passifloraceae,Passiflora;≥20;≥25;;147;;87;;;;4-5;6-7;;2-4;2,6;6,0;1;8;15;60;350;2000;0;0;8;35;30;80;3700;30000;2500;4500
Matricaria recutita;;China;Compositae,Matricaria;≥10;15-18;;144,146;;;;;;5-7;;;2-3;4;6,0;1;19;20;60;350;2000;0;0;8;32;15;80;3000;55000;3200;6400
Matteuccia orientalis;;China;Onocleaceae,Matteuccia;≥10;≥15;110;;;;;;;;;44;1-2;2,6;6,0;1;19;15;60;350;1500;0;0;10;32;40;90;650;18000;800;1400
Matteuccia struthiopteris;;China;Onocleaceae,Matteuccia;≥10;≥15;110;;;;;;;;;44;1-2;2,6;6,0;1;19;15;60;350;1500;0;0;10;32;40;90;650;18000;800;1400
Matthiola(Cinderella Serie);;Europe;Cruciferae,Matthiola;≥10;≥10;;120,146,59,144,45,119;;;;spring;;4-5;;;3-4;2,6;6,0;1;0;15;60;350;2000;7.3;7.8;8;32;30;80;3000;60000;4000;6000
Matthiola incana;;Europe;Cruciferae,Matthiola;≥10;≥10;;61,90,144;;;;spring;;4-5;;;3-4;2,6;6,0;1;0;15;60;350;2000;7.3;7.8;8;32;30;80;3000;60000;4000;6000
Medicago sativa;;Eurasia;Fabaceae,Medicago;≥10;;;119;;;;spring,autumn;;5-7;6-8;69;4;2,6;7,0;129;6;15;60;350;2000;0;0;5;35;30;80;2500;50000;3000;6600
Medinilla magnifica;;Tropical forests in Philippines,Malaysia,and Indonesia;Melastomataceae,Medinilla;≥15;≥25;;59;;;;;;4-5;;;2-3;3,6;6,0;1;19;15;60;350;2000;0;0;12;32;30;80;2000;35000;2000;5800
Melaleuca alternifolia;;Austrilia;Myrtaceae,Melaleuca;≥15;≥25;;144;;;;spring,autumn;;6-8;;;4;2,6;7,0;129;19;15;60;100;2000;0;0;5;40;30;80;3000;65000;3000;6200
Melia azedarach;;Asia;Meliaceae,Melia;≥20;≥25;;119;;146;;;;4-5;10-12;;3-4;2,6;5,2;1;8;15;60;350;2000;0;0;5;35;30;80;3500;60000;4000;6000
Melissa officinalis;;Russia;Labiatae,Melissa;≥10;15-18;;98,42;;;;;;6-8;;;2-4;2,6;6,0;1;8;15;60;350;2000;0;0;5;35;30;80;3700;30000;2500;4500
Mentha aquatica;;Asia;Labiatae,Mentha;≥10;≥10;56;90,144,59;;;;;;7-9;;;3-4;4,6;6,258;1;19;15;60;350;2000;0;0;8;32;30;80;3000;60000;3600;6600
Mentha arvensis;;Asia;Labiatae,Mentha;≥10;≥10;56;90,144,59;;;;;;7-9;;;3-4;4,6;6,258;1;19;15;60;350;2000;0;0;8;32;30;80;3000;60000;3600;6600
Mentha cervina;;Asia;Labiatae,Mentha;≥10;≥10;56;90,144,59;;;;;;7-9;;;3-4;4,6;6,258;1;19;15;60;350;2000;0;0;8;32;30;80;3000;60000;3600;6600
Mentha pulegium;;Asia;Labiatae,Mentha;≥10;≥10;56;90,144,59;;;;;;7-9;;;3-4;4,6;6,258;1;19;15;60;350;2000;0;0;8;32;30;80;3000;60000;3600;6600
Mentha requienii;;Asia;Labiatae,Mentha;≥10;≥10;56;90,144,59;;;;;;7-9;;;3-4;4,6;6,258;1;19;15;60;350;2000;0;0;8;32;30;80;3000;60000;3600;6600
Mentha spicata;;Southern Europe;Labiatae,Mentha;≥4;≥40;;119,144;;;;;;7-9;;;3-4;2,6;6,0;1;19;15;60;350;2000;0;0;5;35;30;80;3700;50000;3500;5000
Mentha × citrata;;Asia;Labiatae,Mentha;≥10;≥10;56;90,144,59;;;;;;7-9;;;3-4;4,6;6,258;1;19;15;60;350;2000;0;0;8;32;30;80;3000;60000;3600;6600
Mentha × gracilis;;Asia;Labiatae,Mentha;≥10;≥10;56;90,144,59;;;;;;7-9;;;3-4;4,6;6,258;1;19;15;60;350;2000;0;0;8;32;30;80;3000;60000;3600;6600
Mentha × piperita;;Asia;Labiatae,Mentha;≥10;≥10;56;90,144,59;;;;;;7-9;;;3-4;4,6;6,258;1;19;15;60;350;2000;0;0;8;32;30;80;3000;60000;3600;6600
Mentha × rotundifolia;;Asia;Labiatae,Mentha;≥10;≥10;56;90,144,59;;;;;;7-9;;;3-4;4,6;6,258;1;19;15;60;350;2000;0;0;8;32;30;80;3000;60000;3600;6600
Mertensia ciliata;;China;Boraginaceae,Mertensia;≥10;15-18;;45;;;;;;6-8;;;2-3;2,6;6,0;1;8;15;60;350;2000;0;0;10;32;30;85;1500;6000;1200;2500
Mertensia virginica;;Yunan;Campanulaceae,Cyananthus;≥10;15-18;;45;;;;;;8-9;;;2-4;2,6;6,0;1;8;15;60;350;2000;0;0;8;35;30;80;3700;30000;2500;4500
Mesembryanthemum cordifolium;;South Africa;Aizoaceae,Mesembryanthemum;≥10;≥10;;96;;;;;;4-10;;;3-4;,6;7,0;1;19;15;60;350;2000;0;0;8;35;30;80;3000;65000;3500;7200
Mespilus germanica;;South Western Asia,South Eastern Europe;Rosaceae,Mespilus;≥10;≥15;;144,59;;;;;;4;9-10;;2-3;2,6;5,0;2;19;15;60;350;2000;0;0;5;32;30;80;3000;10000;2000;3500
Mespilus pyracantha;;China;Rosaceae,Pyracantha;≥15;≥25;;144;;107,33;;;;3-5;8-11;;4;2,6;6,0;1;8;15;60;350;2000;6.1;7;10;35;30;80;4000;60000;4000;6000
Metaplexis japonica;;Asia;Apocynaceae,Metaplexis;≥10;≥15;;144,75;;;;;;6-9;9-12;;2-4;2,6;7,0;1;19;15;60;350;2000;0;0;5;32;30;80;2500;50000;2700;5000
Michelia alba;;Indonesia;Magnoliaceae,Michelia;≥10;500-1700;;144;;;;spring;;4-9;;;3-4;2,6;6,0;1;0;20;60;150;2000;6.1;7;5;35;30;85;2500;65000;2500;7600
Michelia champaca;;China;Magnoliaceae,Magnolia;≥10;≥15;;146;;;;spring,autumn;;6-7;;;2-4;2,6;7,0;1;19;15;60;350;2000;0;0;5;35;30;80;3000;55000;3700;9500
Michelia doltsopa;;China;Magnoliaceae,Michelia;≥10;≥15;;144,82,90;;;;spring;;3;;;2-3;2,6;6,0;1;19;15;60;350;2000;0;0;5;35;30;85;2800;55000;2700;5400
Michelia figo;;China;Magnoliaceae,Michelia;≥10;≥15;;144,82,90;;;;spring;;3;;;2-3;2,6;6,0;1;19;15;60;350;2000;0;0;5;35;30;85;2500;50000;2500;5200
Michelia yunnanensis;;China;Magnoliaceae,Michelia;≥10;≥15;;144,82,90;;;;spring;;3;;;2-3;2,6;6,0;1;19;15;60;350;2000;0;0;5;35;30;85;2800;55000;2700;5400
Micranthemum micranthemoides;;Europe;Plumbaginaceae,Limonium;≥10;≥15;;146;;;;;;5-7;;;4;2,6;6,0;1;19;15;60;350;2000;0;0;8;35;30;85;4000;30000;2500;4500
Millettia reticulata;;China;Leguminosae,Millettia;≥20;≥25;;119;;;;;;5-6;9;;2-3;2,6;6,0;1;8;15;60;350;2000;0;0;10;32;30;80;3700;20000;2000;4000
Miltoniopsis spp.;;Americas;Orchidaceae,Oncidium;≥10;≥15;;96;;;;;;4-6;;38;2;2,5,6;5,0;32;17;15;45;100;2000;0;0;8;32;30;85;800;30000;2000;4400
Mimosa pudica;;Tropical Americas;Leguminosae,Mimosa;≥10;≥15;110;144,59;;;;spring,autumn;;9-10;;;3;,5,6;8,0;1;19;15;60;350;2000;0;0;12;35;30;85;2000;50000;2100;5300
Mimulus guttatus;;North America;Scrophulariaceae,Mimulus;≥20;20-30;;146,120;;;;;;6-9;6-9;;2-3;4;0,64;0;19;15;60;350;2000;0;0;8;32;30;85;3700;20000;2000;4000
Mimulus ringens;;North America;Scrophulariaceae,Mimulus;≥20;20-30;;119,45,61;;;;;;6-9;6-9;;2-3;4;0,64;0;19;15;60;350;2000;0;0;8;32;30;85;3700;20000;2000;4000
Mirabilis jalapa;;India;Oleaceae,Jasminum;≥10;≥15;;96,119;;;;spring,summer;;6-10;;;2-3;,6;6,0;513;19;15;60;350;2000;0;0;5;35;30;80;1500;40000;3200;5400
Mirabilis multiflora 'Mixed Colors';;India;Oleaceae,Jasminum;≥10;≥15;;96;;;;spring,summer;;5-8;;;2-3;,6;6,0;513;19;15;60;350;2000;0;0;5;35;30;80;1500;40000;3200;5400
Miscanthus floridulus;;Asia;Gramineae,Miscanthus;;100-200;;147;;;;;;4-7;;;3;2;0,1;1;0;15;60;350;2000;5.5;7;5;33;30;80;3700;30000;2500;4500
Miscanthus sacchariflorus;;China;Gramineae,Triarrhena;≥20;≥25;;144;;;;;;8-10;8-10;;2-4;2,6;6,0;1;8;15;60;350;2000;0;0;10;35;30;80;3700;30000;2500;4500
Miscanthus × giganteus;;Asia;Gramineae,Miscanthus;;100-200;;147;;;;;;7-12;;;3;2;0,1;1;0;15;60;350;2000;5.5;7;5;33;30;80;3700;30000;2500;4500
Mitchella repens;;China Taiwan;Rubiaceae,Mitchella;≥20;20-30;;144;;120;;;;autumn;winter;;2-4;,6;0,64;0;19;15;60;350;2000;0;0;5;35;30;80;3700;30000;2500;4500
Molucella laevis;;Western Asia;Labiatae,Molucella;≥15;≥25;;144;;;;;;6-7;;;2-3;2,6;6,0;1;19;15;60;350;2000;0;0;8;32;30;80;4000;30000;2500;4500
Momordica charantia;;India;Cucurbitaceae,Momordica;≥10;;;146;;56;;;;5-10;5-10;69;4;;6,2;128;6;25;75;300;2800;6;6.5;8;35;30;80;3500;110000;4500;17000
Monadenium guentheri;;Tanzania;Euphorbiaceae,Monadenium;≥5;≥5;56;82;;;;spring,autumn;;;;34;2-4;2,6;7,0;129;18;7;50;150;1000;0;0;5;35;15;80;1000;80000;2600;8800
Monanthes muralis;;Africa;Crassulaceae,Sedum;3-10;5-15;56,120;146;;;;spring,autumn;;;;34;4;2,6;7,0;1;18;7;50;300;1000;0;0;6;35;15;80;3500;85000;3500;8900
Monanthes polyphylla;;Canary Islands;Crassulaceae,Sedum;3-10;5-15;56,120;;;;;spring,autumn;;;;34;3;2,6;7,0;1;18;7;50;300;1000;0;0;6;35;15;80;2000;45000;2800;6500
Monarda didyma;;Asia;Labiatae,Mentha;≥10;≥10;56;90,144,59;;;;;;7-9;;;3-4;4,6;6,258;1;19;15;60;350;2000;0;0;8;32;30;80;3000;60000;3600;6600
Monilaria obconica;;South Africa;Aizoaceae,Monilaria;≥3;≥3;110;;;;;spring,autumn;;;;34;2;2,6;7,0;129;18;15;60;100;1500;0;0;5;34;15;80;1800;45000;1900;6900
Monsonia multifida;;South Africa;Geraniaceae,Sarcocaulon;≥10;≥15;;59,144;;;;spring,autumn;;autumn;;;2-4;2,6;7,0;129;6;10;50;50;2000;0;0;3;30;30;80;2500;80000;3000;8800
Monsonia peniculina;;South Africa;Geraniaceae,Sarcocaulon;≥10;≥15;;59,144;;;;spring,autumn;;autumn;;;2-4;2,6;7,0;129;6;10;50;50;2000;0;0;3;30;30;80;2500;80000;3000;8800
Monstera adansonii;;Mexico;Araceae,Monstera;≥10;≥30;92;;82;;;spring,summer;;summer;;32,46;1-2;,5;6,0;1;8;15;60;350;2000;0;0;12;32;30;85;800;15000;1500;3400
Monstera deliciosa;split-leaf philodendron;Mexico;Araceae,Monstera;≥10;≥30;92;;82;;;spring,summer;;summer;;32,46;1-2;,5;6,0;1;8;15;60;350;2000;0;0;12;32;30;85;800;15000;1500;3400
Monstera friedrichsthalii;;Mexico;Araceae,Monstera;≥10;≥30;92;;82;;;spring,summer;;summer;;32,46;1-2;,5;6,0;1;8;15;60;350;2000;0;0;12;32;30;85;800;15000;1500;3400
Morus alba;;Central China,Northern China;Moraceae,Morus;≥20;20-30;;84;;29;;;;4-5;5-8;;2-4;,6;12,128;0;19;15;60;350;2000;0;0;5;35;30;80;3700;95000;4200;10100
Morus nigra;;Western Asia,Iran;Moraceae,Morus;≥20;20-30;;144,119;;120,8;;;;4;4-5;;2-4;2,6;0,64;1;19;15;60;350;2000;0;0;5;35;30;80;3700;30000;2500;4500
Morus rubra;;Southeast Asia;Euphorbiaceae,Acalypha;≥20;20-30;;33;;;;;;1-12;;;2-4;2,6;0,4;1;0;15;60;350;2000;0;0;10;35;30;80;3700;50000;3500;5000
Mosla chinensis;;Asia;Gramineae,Cymbopogon;≥20;15-40;56;120;;;;;;summer;summer;;2-3;4;0,64;1;19;15;60;350;2000;0;0;10;32;30;80;3700;20000;2000;4000
Muehlenbeckia complexa;;New Zealand;Polygonaceae,Muehlenbeckia;;;56;;96;;;spring,autumn;;;;33,46;2-3;2,6;7,0;1;6;15;60;350;2000;0;0;10;32;30;85;800;32000;1600;4200
Muhlenbergia emersleyi;;China;Gramineae,Muhlenbergia;≥10;15-18;;119;;;;;;7-10;7-10;;2-4;2,6;6,0;1;8;15;60;350;2000;0;0;8;32;30;80;3700;30000;2500;4500
Murraya koenigii;;Himalayan Mountains,India,Sri Lanka;Rutaceae,Murraya;≥20;15-20;;144;;;;;;6-9;;;2-3;4;0,64;0;19;15;60;350;2000;0;0;10;32;30;80;3700;20000;2000;4000
Murraya paniculata;;Asia;Rutaceae,Murraya;≥10;≥10;56;144;;;;spring,autumn;;;;46;3-4;,6;6,0;1;19;15;60;350;2000;0;0;8;32;30;85;2200;55000;3200;7333
Musa acuminata;;Southeast Asia;Musaceae,Musa;≥40;≥80;;144;;56,146;;;;7-9;8-11;64;4;2,6;5,0;1;8;15;60;350;2000;0;0;5;35;30;80;4000;45000;3800;6700
Musa basjoo;;Japan;Musaceae,Musa;≥40;≥80;;144,82;;56,146;;;;7-9;8-11;;4;2,6;5,0;1;8;15;60;350;2000;0;0;5;35;30;80;4000;45000;3800;6700
Musa spp.;;Southeast Asia;Musaceae,Musa;≥40;≥80;;82;;56,146;;;;7-9;8-11;;4;2,6;5,0;1;8;15;60;350;2000;0;0;5;35;30;80;4000;45000;3800;6700
Muscari 'Alba';;Holland;Hyacinthaceae,Hyacinthus;≥10;16-20;;144;;;;;;3-4;;;3;2,6;6,0;1048576;18;15;60;350;2000;0;0;6;32;30;80;2500;30000;2500;4500
Muscari 'Armeniacum';;Holland;Hyacinthaceae,Hyacinthus;≥10;16-20;;45;;;;;;3-4;;;3;2,6;6,0;1048576;18;15;60;350;2000;0;0;6;32;30;80;2500;30000;2500;4500
Muscari 'Big Smile';;Holland;Hyacinthaceae,Hyacinthus;≥10;16-20;;45,119;;;;;;3-4;;;3;2,6;6,0;1048576;18;15;60;350;2000;0;0;6;32;30;80;2500;30000;2500;4500
Muscari 'Blue Spike';;Holland;Hyacinthaceae,Hyacinthus;≥10;16-20;;45;;;;;;3-4;;;3;2,6;6,0;1048576;18;15;60;350;2000;0;0;6;32;30;80;2500;30000;2500;4500
Muscari 'Bluefields Beauty';;Holland;Hyacinthaceae,Hyacinthus;≥10;16-20;;45,119;;;;;;3-4;;;3;2,6;6,0;1048576;18;15;60;350;2000;0;0;6;32;30;80;2500;30000;2500;4500
Muscari 'Golden Fragrance';;Holland;Hyacinthaceae,Hyacinthus;≥10;16-20;;146;;;;;;3-4;;;3;2,6;6,0;1048576;18;15;60;350;2000;0;0;6;32;30;80;2500;30000;2500;4500
Muscari 'Lady Blue';;Holland;Hyacinthaceae,Hyacinthus;≥10;16-20;;45;;;;;;3-4;;;3;2,6;6,0;1048576;18;15;60;350;2000;0;0;6;32;30;80;2500;30000;2500;4500
Muscari 'Latifolium';;Holland;Hyacinthaceae,Hyacinthus;≥10;16-20;;119;;;;;;3-4;;;3;2,6;6,0;1048576;18;15;60;350;2000;0;0;6;32;30;80;2500;30000;2500;4500
Muscari 'Mount Hood';;Holland;Hyacinthaceae,Hyacinthus;≥10;16-20;;42;;;;;;3-4;;;3;2,6;6,0;1048576;18;15;60;350;2000;0;0;6;32;30;80;2500;30000;2500;4500
Muscari 'Pepermint';;Holland;Hyacinthaceae,Hyacinthus;≥10;16-20;;45;;;;;;3-4;;;3;2,6;6,0;1048576;18;15;60;350;2000;0;0;6;32;30;80;2500;30000;2500;4500
Muscari 'Sky Blue';;Holland;Hyacinthaceae,Hyacinthus;≥10;16-20;;45,119;;;;;;3-4;;;3;2,6;6,0;1048576;18;15;60;350;2000;0;0;6;32;30;80;2500;30000;2500;4500
Muscari 'Vallerie Finis';;Holland;Hyacinthaceae,Hyacinthus;≥10;16-20;;42;;;;;;3-4;;;3;2,6;6,0;1048576;18;15;60;350;2000;0;0;6;32;30;80;2500;30000;2500;4500
Muscari 'White Magic';;Holland;Hyacinthaceae,Hyacinthus;≥10;16-20;;144;;;;;;3-4;;;3;2,6;6,0;1048576;18;15;60;350;2000;0;0;6;32;30;80;2500;30000;2500;4500
Muscari botryoides 'Baby's breath';;Holland;Hyacinthaceae,Hyacinthus;≥10;16-20;;42;;;;;;3-4;;;3;2,6;6,0;1048576;18;15;60;350;2000;0;0;6;32;30;80;2500;30000;2500;4500
Muscari botryoides 'Blue magic';;Holland;Hyacinthaceae,Hyacinthus;≥10;16-20;;45;;;;;;3-4;;;3;2,6;6,0;1048576;18;15;60;350;2000;0;0;6;32;30;80;2500;30000;2500;4500
Muscari botryoides 'Ocean Magic';;Holland;Hyacinthaceae,Hyacinthus;≥10;16-20;;45,119;;;;;;3-4;;;3;2,6;6,0;1048576;18;15;60;350;2000;0;0;6;32;30;80;2500;30000;2500;4500
Muscari botryoides;;Holland;Hyacinthaceae,Hyacinthus;≥10;16-20;;45,59,144,146,119,146,20,120;;;;;;3-4;;;3;2,6;6,0;1048576;18;15;60;350;2000;0;0;6;32;30;80;2500;30000;2500;4500
Musella lasiocarpa;;China;Musaceae,Musella;≥15;≥25;;146;146;;;spring,autumn;;;;;3;2,6;7,0;1;6;15;60;350;2000;0;0;5;35;30;80;3000;55000;3200;7400
Myoporum laetum;;China,Japan,Vietnam;Myoporaceae,Myoporum;≥20;20-30;;144,119;;96;;;;4-6;5-7;;2-4;,6;0,64;1;19;15;60;350;2000;0;0;8;35;30;80;3700;30000;2500;4500
Myoporum parvifolium;;China,Japan,Vietnam;Myoporaceae,Myoporum;≥20;20-30;;144,119;;96;;;;4-6;5-7;;2-4;,6;0,64;1;19;15;60;350;2000;0;0;8;35;30;80;3700;30000;2500;4500
Myosotis scorpioides;;Holland;Boraginaceae,Myosotis;≥10;15-18;;45,119,144,146;;;;;;5-7;;;3;2,6;6,0;1;0;15;60;350;2000;7.3;7.8;8;32;30;80;2200;60000;4000;6000
Myosotis sylvatica;;Holland;Boraginaceae,Myosotis;≥10;15-18;;45,119,144,146;;;;;;5-7;;;3;2,6;6,0;1;0;15;60;350;2000;7.3;7.8;8;32;30;80;2200;60000;4000;6000
Myrica californica;;China;Myricaceae,Myrica;≥25;≥30;;33;;33,96;;;;4;7-9;;2-3;2,6;6,0;1;8;15;60;350;2000;5.5;6.5;5;32;30;80;4000;20000;2000;4000
Myrica cerifera;;China;Myricaceae,Myrica;≥25;≥30;;33;;45;;;;4;7-9;;2-3;2,6;6,0;1;8;15;60;350;2000;5.5;6.5;5;32;30;80;4000;20000;2000;4000
Myrica gale;;China;Myricaceae,Myrica;≥25;≥30;;33;;33,96;;;;4;7-9;;2-3;2,6;6,0;1;8;15;60;350;2000;5.5;6.5;5;32;30;80;4000;20000;2000;4000
Myrica rubra;;China;Myricaceae,Myrica;≥25;≥30;;33;;33,96;;;;4;7-9;;2-3;2,6;6,0;1;8;15;60;350;2000;5.5;6.5;5;32;30;80;4000;20000;2000;4000
Myriophyllum aquaticum;;Worldwide;Haloragidaceae,Myriophyllum;≥20;20-30;;82;;;;;;8-9;;;4;4;0,64;0;6;15;60;350;2000;0;0;5;35;30;85;3700;60000;4000;6000
